source,event_id,sdId,r,phi,theta,logE,mu,em,has_rec,has_md,signal,candidate,silent,has_particles,thinning,weight,inside_rmin
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4014,1593.4267803165596,-0.08251865359889575,36.454020751394935,17.744428981293424,1,15,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4015,1645.0030264751897,-0.5413366103141334,36.454020751394935,17.744428981293424,0,12,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4020,1658.0625907529643,-2.529102320741388,36.454020751394935,17.744428981293424,0,2,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4021,1202.1149939585246,-2.9432016219120776,36.454020751394935,17.744428981293424,0,18,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4023,1451.0534373943326,2.1731401888724364,36.454020751394935,17.744428981293424,0,2,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4024,1379.9123628037414,1.740624544766196,36.454020751394935,17.744428981293424,2,11,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4025,1565.3952732646987,1.3415427546548109,36.454020751394935,17.744428981293424,0,15,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4027,1769.136320925807,0.6979185610595228,36.454020751394935,17.744428981293424,0,9,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10034:Shower_1:Use_1,4054,337.83442236193264,-1.53777625662785,30.0405994792526,17.940224668521573,44,8956,1,-1,144.97423296398907,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10034:Shower_1:Use_1,4055,413.77283526058187,1.4856741537260272,30.0405994792526,17.940224668521573,30,4926,1,-1,75.73469919207959,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10034:Shower_1:Use_1,4215,540.874748622084,3.0277846982180576,30.0405994792526,17.940224668521573,12,1269,1,-1,26.930248703552223,1,0,1,1.0,1.0,0
